[24008:21264:0623/233701.767:WARNING:chrome_main_delegate.cc(745)] This is Chrome version 128.0.6613.138 (not a warning)
[24008:21516:0623/233701.964:ERROR:google_update_settings.cc(265)] Failed opening key Software\Chromium to set usagestats; result: 5
[24008:21264:0623/233702.005:WARNING:account_consistency_mode_manager.cc(77)] Desktop Identity Consistency cannot be enabled as no OAuth client ID and client secret have been configured.
[8620:2360:0623/233741.468:WARNING:frame_impl.cc(430)] virtual CefFrameImpl::SendProcessMessage sent to detached frame 5-69F2570263AFC18CC025AE979CCD653F will be ignored
[24008:6968:0624/002748.256:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000055CC000BED40}, {new_limit=60})
[24008:6968:0624/002749.247:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000055CC000BED40}, {new_limit=61})
[24008:6968:0624/002750.260:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000055CC000BED40}, {new_limit=63})
[24008:6968:0624/002751.254:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000055CC000BED40}, {new_limit=67})
[24008:6968:0624/002752.250:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000055CC000BED40}, {new_limit=71})
[24008:6968:0624/002753.259:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000055CC000BED40}, {new_limit=75})
[24008:6968:0624/002754.252:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000055CC000BED40}, {new_limit=76})
[24008:6968:0624/002755.251:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000055CC000BED40}, {new_limit=78})
[24008:6968:0624/002756.263:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000055CC000BED40}, {new_limit=79})
[24008:6968:0624/002758.250:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000055CC000BED40}, {new_limit=78})
[24008:6968:0624/002801.257:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000055CC000BED40}, {new_limit=79})
[24008:6968:0624/002802.271:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000055CC000BED40}, {new_limit=81})
[24008:6968:0624/002803.276:VERBOSE1:media_stream_manager.cc(1533)] MSPL::OnSpeedLimitChange({this=000055CC000BED40}, {new_limit=79})
